File Path,Entry Name,Entry Index,English,Vietnamese
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0002,2,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0002,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0002_0010_cha200,3,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0002_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0003,4,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0003,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0003_0010_cha200,5,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0003_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0004,6,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0004,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0004_0010_cha200,7,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0004_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0005,8,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0005,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0005_0010_cha200,9,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0005_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0006,10,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0006,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0006_0010_cha200,11,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0006_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0007,12,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0007,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0007_0010_cha200,13,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0007_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0008,14,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0008,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0008_0010_cha200,15,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0008_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0009,16,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0009,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0009_0010_cha200,17,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0009_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0010,18,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0010,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0010_0010_cha200,19,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0010_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0011,20,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0011,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0011_0010_cha200,21,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0011_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0012,22,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0012,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0012_0010_cha200,23,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0012_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0013_0010_cha200,25,I don't need it that bad.,Tôi không cần nó đến thế.
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0014,26,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0014,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0014_0010_cha200,27,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0014_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0015,28,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0015,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp22.msg.22,AO_Mes_Main_CamDemo_Vo_cp22_0015_0010_cha200,29,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp22_0015_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0011_0010_cha200,1,"Hm, a raccoon. Guess this is fate.","Hừm, một con gấu mèo. Chắc là số phận rồi."
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0001,2,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0001,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0001_0010_cha200,3,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0001_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0002,4,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0002,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0002_0010_cha200,5,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0002_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0003,6,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0003,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0003_0010_cha200,7,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0003_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0004,8,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0004,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0004_0010_cha200,9,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0004_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0005,10,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0005,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0005_0010_cha200,11,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0005_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0006,12,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0006,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0006_0010_cha200,13,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0006_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0007,14,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0007,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0007_0010_cha200,15,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0007_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0008,16,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0008,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0008_0010_cha200,17,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0008_0010_cha200,
natives\stm\_anotherorder\message\mes_main_camdemo\ao_mes_main_camdemo_vo_cp31.msg.22,AO_Mes_Main_CamDemo_Vo_cp31_0009,18,<COLOR FF0000>#Rejected#</COLOR> AO_Mes_Main_CamDemo_Vo_cp31_0009,
